dim1,dim2,timestamp
8.877925,-6.15495,2024-01-02 22:00:00
8.668892,-6.0847507,2024-01-02 22:15:00
8.843952,-6.068786,2024-01-02 22:30:00
8.103472,-5.8124123,2024-01-02 22:45:00
9.328791,-6.0494943,2024-01-02 23:00:00
8.389076,-5.9682374,2024-01-02 23:15:00
8.960274,-6.033445,2024-01-02 23:30:00
8.564455,-5.060574,2024-01-02 23:45:00
9.106281,-4.332106,2024-01-03 00:00:00
9.021569,-2.3078399,2024-01-03 00:15:00
9.122721,-3.4215145,2024-01-03 00:30:00
9.384781,-3.0390606,2024-01-03 00:45:00
9.079625,-2.8307042,2024-01-03 01:00:00
9.406876,-2.9696317,2024-01-03 01:15:00
9.372753,-2.9122255,2024-01-03 01:30:00
9.403716,-2.4655015,2024-01-03 01:45:00
9.008573,-2.0059848,2024-01-03 02:00:00
8.70635,-1.672358,2024-01-03 02:15:00
9.230296,-1.0591358,2024-01-03 02:30:00
8.935104,-1.2765983,2024-01-03 02:45:00
9.426902,-2.105636,2024-01-03 03:00:00
9.073019,-0.67281336,2024-01-03 03:15:00
9.176676,-0.900557,2024-01-03 03:30:00
8.775796,-0.95083743,2024-01-03 03:45:00
9.412399,-1.3513894,2024-01-03 04:00:00
8.937929,-0.45761546,2024-01-03 04:15:00
8.233163,1.096578,2024-01-03 04:30:00
8.70523,-0.68908536,2024-01-03 04:45:00
8.151925,0.4955294,2024-01-03 05:00:00
8.293542,0.8019976,2024-01-03 05:15:00
7.9957514,-0.14433374,2024-01-03 05:30:00
7.5118585,1.2547792,2024-01-03 05:45:00
7.732392,0.36701727,2024-01-03 06:00:00
7.72053,0.21083532,2024-01-03 06:15:00
7.322457,0.19430856,2024-01-03 06:30:00
7.0185924,0.5507148,2024-01-03 06:45:00
7.9468355,0.43730438,2024-01-03 07:00:00
5.957014,1.1213123,2024-01-03 07:15:00
6.1134043,0.9449562,2024-01-03 07:30:00
5.8371363,0.85231113,2024-01-03 07:45:00
5.6279097,0.62539834,2024-01-03 08:00:00
5.835423,-0.21556617,2024-01-03 08:15:00
5.3363695,0.6994373,2024-01-03 08:30:00
5.666462,1.2116883,2024-01-03 08:45:00
5.27101,0.30068025,2024-01-03 09:00:00
5.458034,0.6163848,2024-01-03 09:15:00
4.9821324,1.001059,2024-01-03 09:30:00
4.807929,1.1341796,2024-01-03 09:45:00
4.5498414,1.0540159,2024-01-03 10:00:00
5.161435,1.3723222,2024-01-03 10:15:00
4.7290583,1.4240414,2024-01-03 10:30:00
4.6592975,1.3073784,2024-01-03 10:45:00
4.834323,0.33853215,2024-01-03 11:00:00
4.451245,0.7326083,2024-01-03 11:15:00
5.061342,-0.43142954,2024-01-03 11:30:00
4.9890122,0.22543035,2024-01-03 11:45:00
4.6178308,-0.14514868,2024-01-03 12:00:00
5.348859,0.03833302,2024-01-03 12:15:00
5.171405,-0.8425887,2024-01-03 12:30:00
5.41276,-0.8837445,2024-01-03 12:45:00
5.261762,-0.04671413,2024-01-03 13:00:00
4.6712184,-1.1178663,2024-01-03 13:15:00
4.741586,-1.0131297,2024-01-03 13:30:00
4.8297453,-0.49218997,2024-01-03 13:45:00
4.3147097,0.12880324,2024-01-03 14:00:00
4.8541913,-1.1477772,2024-01-03 14:15:00
4.714087,-1.5862337,2024-01-03 14:30:00
6.2832527,1.7249095,2024-01-03 14:45:00
5.3626156,-0.23404826,2024-01-03 15:00:00
4.959239,-1.7208283,2024-01-03 15:15:00
5.7968326,-2.4485726,2024-01-03 15:30:00
5.458398,-3.027156,2024-01-03 15:45:00
5.7605834,-2.818245,2024-01-03 16:00:00
5.917978,-3.3600118,2024-01-03 16:15:00
5.5537724,-2.748788,2024-01-03 16:30:00
6.8552756,-3.7899156,2024-01-03 16:45:00
6.7064085,-3.3948634,2024-01-03 17:00:00
7.433362,-3.3059528,2024-01-03 17:15:00
6.542114,-4.0679536,2024-01-03 17:30:00
8.158369,-3.7154362,2024-01-03 17:45:00
6.899577,-3.7593162,2024-01-03 18:00:00
6.9932394,-3.8071134,2024-01-03 18:15:00
7.6037498,-5.00029,2024-01-03 18:30:00
7.548884,-4.5578933,2024-01-03 18:45:00
7.8887744,-4.5173774,2024-01-03 19:00:00
7.831816,-4.7483077,2024-01-03 19:15:00
8.418141,-4.486779,2024-01-03 19:30:00
7.274415,-5.2897162,2024-01-03 19:45:00
7.8199496,-5.282743,2024-01-03 20:00:00
7.2240996,-5.3551354,2024-01-03 20:15:00
7.3320055,-5.4063597,2024-01-03 20:30:00
7.803413,-5.0624332,2024-01-03 20:45:00
7.7531133,-5.6086917,2024-01-03 21:00:00
8.241826,-5.372542,2024-01-03 21:15:00
7.2412357,-5.44097,2024-01-03 21:30:00
7.490928,-5.5073028,2024-01-03 21:45:00
7.343789,-5.6878357,2024-01-03 22:00:00
7.599424,-5.6968546,2024-01-03 22:15:00
7.3626447,-5.779569,2024-01-03 22:30:00
7.4001617,-5.7945366,2024-01-03 22:45:00
7.4053454,-5.795348,2024-01-03 23:00:00
7.3339953,-5.747854,2024-01-03 23:15:00
7.30988,-5.7356462,2024-01-03 23:30:00
7.3473372,-5.7728534,2024-01-03 23:45:00
7.2567225,-5.6966343,2024-01-04 00:00:00
7.23766,-5.574611,2024-01-04 00:15:00
7.276203,-5.5897217,2024-01-04 00:30:00
7.2062197,-5.6090307,2024-01-04 00:45:00
7.1704926,-5.7064066,2024-01-04 01:00:00
8.546326,-4.4288325,2024-01-04 01:15:00
8.394295,-5.9360547,2024-01-04 01:30:00
8.786444,-3.0373552,2024-01-04 01:45:00
9.067608,-2.2500548,2024-01-04 02:00:00
8.966125,-2.1158247,2024-01-04 02:15:00
9.385656,-2.5839376,2024-01-04 02:30:00
9.054457,-1.9863285,2024-01-04 02:45:00
8.776895,-0.13824452,2024-01-04 03:00:00
9.424706,-2.5222173,2024-01-04 03:15:00
8.690933,-1.3617024,2024-01-04 03:30:00
8.866563,-1.0787878,2024-01-04 03:45:00
8.615031,-0.45758057,2024-01-04 04:00:00
9.40986,-1.76287,2024-01-04 04:15:00
9.200418,-1.0248237,2024-01-04 04:30:00
8.175815,1.1285096,2024-01-04 04:45:00
7.9522862,1.3184432,2024-01-04 05:00:00
8.054757,1.1726726,2024-01-04 05:15:00
8.185396,-0.40814143,2024-01-04 05:30:00
7.8172283,0.23017015,2024-01-04 05:45:00
7.007241,1.1430748,2024-01-04 06:00:00
7.908377,1.1400198,2024-01-04 06:15:00
6.61885,0.5692847,2024-01-04 06:30:00
8.537181,0.21591288,2024-01-04 06:45:00
6.0699406,0.9556113,2024-01-04 07:00:00
7.5201077,0.36118507,2024-01-04 07:15:00
6.4406023,0.71863055,2024-01-04 07:30:00
6.4377966,0.45181584,2024-01-04 07:45:00
6.0023603,0.91116047,2024-01-04 08:00:00
5.6106606,1.0652745,2024-01-04 08:15:00
5.908609,1.0308374,2024-01-04 08:30:00
6.2406898,1.788722,2024-01-04 08:45:00
5.7372622,1.352606,2024-01-04 09:00:00
4.7710752,1.1167284,2024-01-04 09:15:00
5.5427523,0.20024721,2024-01-04 09:30:00
4.9679203,0.50125444,2024-01-04 09:45:00
5.0477185,1.4970702,2024-01-04 10:00:00
5.1110096,0.18519783,2024-01-04 10:15:00
4.6851764,1.1071863,2024-01-04 10:30:00
4.3625298,1.2247194,2024-01-04 10:45:00
4.521619,1.3634566,2024-01-04 11:00:00
4.8982277,0.26680693,2024-01-04 11:15:00
4.4027576,0.42585534,2024-01-04 11:30:00
6.041419,1.6026906,2024-01-04 11:45:00
5.3120694,0.09784714,2024-01-04 12:00:00
4.3647237,0.53517663,2024-01-04 12:15:00
4.8975787,-0.40795034,2024-01-04 12:30:00
4.8802285,-0.3347774,2024-01-04 12:45:00
5.2564306,-1.3986714,2024-01-04 13:00:00
4.915409,-0.69230944,2024-01-04 13:15:00
4.4137597,-1.3072017,2024-01-04 13:30:00
4.475055,-0.5249582,2024-01-04 13:45:00
5.099375,-0.48133597,2024-01-04 14:00:00
5.2116055,-1.5019042,2024-01-04 14:15:00
4.6645026,-1.1150279,2024-01-04 14:30:00
4.8477836,-1.0268617,2024-01-04 14:45:00
4.87619,-2.0448227,2024-01-04 15:00:00
5.773994,-1.0294629,2024-01-04 15:15:00
5.801535,-2.5668304,2024-01-04 15:30:00
5.604957,-1.9334676,2024-01-04 15:45:00
5.8347297,-3.2549758,2024-01-04 16:00:00
6.1949377,-3.6864672,2024-01-04 16:15:00
7.980479,-3.3843172,2024-01-04 16:30:00
5.858226,-3.299739,2024-01-04 16:45:00
7.070996,-4.197578,2024-01-04 17:00:00
6.1245975,-3.8311327,2024-01-04 17:15:00
7.2935247,-4.456956,2024-01-04 17:30:00
8.540803,-4.956204,2024-01-04 17:45:00
8.00522,-3.8529708,2024-01-04 18:00:00
8.597232,-4.426457,2024-01-04 18:15:00
7.1311436,-3.8696325,2024-01-04 18:30:00
8.371278,-4.5924673,2024-01-04 18:45:00
8.203462,-4.9881425,2024-01-04 19:00:00
8.80919,-3.9272904,2024-01-04 19:15:00
8.184069,-3.559354,2024-01-04 19:30:00
8.184677,-3.6245468,2024-01-04 19:45:00
8.566501,-4.7066283,2024-01-04 20:00:00
9.343212,-4.58552,2024-01-04 20:15:00
8.233701,-3.7369473,2024-01-04 20:30:00
8.430994,-5.51111,2024-01-04 20:45:00
8.453604,-5.21549,2024-01-04 21:00:00
8.633273,-5.594512,2024-01-04 21:15:00
8.742664,-4.0527205,2024-01-04 21:30:00
8.691787,-5.3841553,2024-01-04 21:45:00
8.474746,-3.7896163,2024-01-04 22:00:00
9.078878,-5.2044077,2024-01-04 22:15:00
8.598296,-5.705527,2024-01-04 22:30:00
9.344875,-5.5553503,2024-01-04 22:45:00
8.935722,-4.988139,2024-01-04 23:00:00
9.086203,-4.4853444,2024-01-04 23:15:00
9.442421,-5.2269244,2024-01-04 23:30:00
8.066618,-5.281396,2024-01-04 23:45:00
9.41401,-5.08971,2024-01-05 00:00:00
9.115314,-3.9724126,2024-01-05 00:15:00
8.772609,-2.5773613,2024-01-05 00:30:00
9.298847,-3.132937,2024-01-05 00:45:00
9.166548,-3.5598822,2024-01-05 01:00:00
9.337577,-3.5595312,2024-01-05 01:15:00
8.663206,-3.6165743,2024-01-05 01:30:00
8.802298,-2.670667,2024-01-05 01:45:00
9.329301,-2.0424435,2024-01-05 02:00:00
9.471954,-2.026865,2024-01-05 02:15:00
9.533718,-1.6541632,2024-01-05 02:30:00
9.274617,-1.1822588,2024-01-05 02:45:00
9.242861,-0.9789042,2024-01-05 03:00:00
9.310608,-1.5644292,2024-01-05 03:15:00
9.21851,-0.7591083,2024-01-05 03:30:00
8.777846,-1.2709322,2024-01-05 03:45:00
9.133519,-1.2280583,2024-01-05 04:00:00
8.994129,-0.60431856,2024-01-05 04:15:00
9.060373,-0.56401014,2024-01-05 04:30:00
8.319827,0.15115778,2024-01-05 04:45:00
8.374632,0.64986426,2024-01-05 05:00:00
8.031726,1.2012448,2024-01-05 05:15:00
8.033059,0.73363656,2024-01-05 05:30:00
8.153452,1.0664856,2024-01-05 05:45:00
9.307304,-1.4746438,2024-01-05 06:00:00
7.684474,-0.119483605,2024-01-05 06:15:00
7.177225,0.38432717,2024-01-05 06:30:00
6.9597983,-1.8298757,2024-01-05 06:45:00
6.854994,0.53633475,2024-01-05 07:00:00
6.668389,0.5573866,2024-01-05 07:15:00
6.3553777,0.19956999,2024-01-05 07:30:00
5.635044,0.6843163,2024-01-05 07:45:00
6.703936,0.98263645,2024-01-05 08:00:00
5.517457,0.86780673,2024-01-05 08:15:00
6.034705,1.1256939,2024-01-05 08:30:00
4.8898573,0.99950355,2024-01-05 08:45:00
5.6882234,1.0633942,2024-01-05 09:00:00
5.328153,0.9949219,2024-01-05 09:15:00
5.4357853,0.34623975,2024-01-05 09:30:00
4.6960783,0.9136947,2024-01-05 09:45:00
5.656572,-0.05699656,2024-01-05 10:00:00
5.1287236,1.430792,2024-01-05 10:15:00
4.9999533,1.4282634,2024-01-05 10:30:00
5.033303,1.0634818,2024-01-05 10:45:00
4.7673492,0.4407213,2024-01-05 11:00:00
4.272981,1.074588,2024-01-05 11:15:00
4.868143,0.4532431,2024-01-05 11:30:00
4.4832406,1.1138688,2024-01-05 11:45:00
4.4025908,0.028217843,2024-01-05 12:00:00
5.006012,-0.7967241,2024-01-05 12:15:00
5.32096,0.23374133,2024-01-05 12:30:00
4.4113383,-0.98417735,2024-01-05 12:45:00
4.44631,-1.338295,2024-01-05 13:00:00
4.849785,-1.3506018,2024-01-05 13:15:00
5.0222917,-0.7555413,2024-01-05 13:30:00
5.0158367,-0.7587945,2024-01-05 13:45:00
4.405493,-1.4911106,2024-01-05 14:00:00
5.1664658,-0.6887119,2024-01-05 14:15:00
4.86113,-1.0877867,2024-01-05 14:30:00
4.911595,-0.60782695,2024-01-05 14:45:00
5.314763,-1.6144402,2024-01-05 15:00:00
5.816448,-1.2915688,2024-01-05 15:15:00
5.7429137,-1.3008331,2024-01-05 15:30:00
5.9594083,-2.8989017,2024-01-05 15:45:00
5.6132026,-1.7224205,2024-01-05 16:00:00
5.5259547,-3.139719,2024-01-05 16:15:00
5.712309,-3.23505,2024-01-05 16:30:00
6.146708,-1.9863709,2024-01-05 16:45:00
6.011946,-3.0830953,2024-01-05 17:00:00
5.8553286,-2.6076894,2024-01-05 17:15:00
9.29564,-3.9957314,2024-01-05 17:30:00
7.0567613,-4.0282116,2024-01-05 17:45:00
6.664785,-4.1415725,2024-01-05 18:00:00
6.957641,-4.118084,2024-01-05 18:15:00
8.207151,-5.4351287,2024-01-05 18:30:00
7.0538836,-3.8767684,2024-01-05 18:45:00
8.651173,-3.1121173,2024-01-05 19:00:00
8.816971,-4.207592,2024-01-05 19:15:00
8.952386,-4.5458345,2024-01-05 19:30:00
8.665509,-4.4035716,2024-01-05 19:45:00
7.9723067,-4.5376425,2024-01-05 20:00:00
7.693231,-5.0302477,2024-01-05 20:15:00
9.080099,-4.843937,2024-01-05 20:30:00
9.195406,-5.597282,2024-01-05 20:45:00
8.604807,-4.212651,2024-01-05 21:00:00
8.585741,-5.5684624,2024-01-05 21:15:00
8.438114,-3.7001512,2024-01-05 21:30:00
9.462438,-5.251306,2024-01-05 21:45:00
7.639075,-4.7736783,2024-01-05 22:00:00
9.113289,-5.4588704,2024-01-05 22:15:00
8.689022,-6.12341,2024-01-05 22:30:00
8.659905,-6.2090044,2024-01-05 22:45:00
8.529363,-6.1378775,2024-01-05 23:00:00
8.932294,-6.2441673,2024-01-05 23:15:00
9.535009,-7.443898,2024-01-05 23:30:00
9.586738,-7.5227733,2024-01-05 23:45:00
9.510557,-7.451652,2024-01-06 00:00:00
9.574449,-7.485633,2024-01-06 00:15:00
9.487407,-7.4655128,2024-01-06 00:30:00
9.425387,-7.5115514,2024-01-06 00:45:00
9.514143,-7.4651318,2024-01-06 01:00:00
9.428434,-7.4792113,2024-01-06 01:15:00
9.511343,-7.4286933,2024-01-06 01:30:00
9.510194,-7.50652,2024-01-06 01:45:00
9.042178,-2.1344235,2024-01-06 02:00:00
9.265661,-1.879212,2024-01-06 02:15:00
8.901025,-2.346179,2024-01-06 02:30:00
9.243551,-1.5055825,2024-01-06 02:45:00
9.081528,-0.93445283,2024-01-06 03:00:00
9.173494,-0.49485302,2024-01-06 03:15:00
8.898773,-1.0190445,2024-01-06 03:30:00
9.340611,-0.96168995,2024-01-06 03:45:00
9.036344,-0.7914533,2024-01-06 04:00:00
9.004791,-0.7279227,2024-01-06 04:15:00
8.657456,-1.1281602,2024-01-06 04:30:00
8.787384,-1.452573,2024-01-06 04:45:00
8.105476,1.1882511,2024-01-06 05:00:00
8.1604805,1.2731903,2024-01-06 05:15:00
8.692086,-0.70724416,2024-01-06 05:30:00
8.188843,-0.32582933,2024-01-06 05:45:00
9.473699,-1.176141,2024-01-06 06:00:00
8.274668,-0.07546693,2024-01-06 06:15:00
7.353627,1.3795677,2024-01-06 06:30:00
7.3767276,0.68442607,2024-01-06 06:45:00
6.9310427,0.39188865,2024-01-06 07:00:00
6.4017744,0.527953,2024-01-06 07:15:00
6.6010776,0.56836855,2024-01-06 07:30:00
5.987739,0.5987887,2024-01-06 07:45:00
5.2748485,0.7040464,2024-01-06 08:00:00
5.877909,1.1613215,2024-01-06 08:15:00
5.311952,0.62111837,2024-01-06 08:30:00
5.7092986,0.20162122,2024-01-06 08:45:00
4.599076,0.8178983,2024-01-06 09:00:00
5.3753567,0.7155542,2024-01-06 09:15:00
4.9274907,0.3760565,2024-01-06 09:30:00
5.7344666,-0.08826348,2024-01-06 09:45:00
4.710002,0.7927335,2024-01-06 10:00:00
4.459084,0.66490555,2024-01-06 10:15:00
5.0107045,1.3998871,2024-01-06 10:30:00
5.152539,0.9161947,2024-01-06 10:45:00
4.844613,1.3449912,2024-01-06 11:00:00
4.788278,1.2353717,2024-01-06 11:15:00
5.1824408,1.4519275,2024-01-06 11:30:00
4.796642,-0.3448644,2024-01-06 11:45:00
4.571649,0.7558086,2024-01-06 12:00:00
5.1590466,0.72330695,2024-01-06 12:15:00
4.650312,-0.87382,2024-01-06 12:30:00
4.7379427,-0.76554656,2024-01-06 12:45:00
4.499096,-0.9608371,2024-01-06 13:00:00
4.400284,-1.12637,2024-01-06 13:15:00
5.087733,-1.2583938,2024-01-06 13:30:00
5.1863303,-0.7277684,2024-01-06 13:45:00
5.228193,-1.5004921,2024-01-06 14:00:00
5.15112,-0.7757751,2024-01-06 14:15:00
5.636239,-1.331943,2024-01-06 14:30:00
4.885197,-1.7539036,2024-01-06 14:45:00
5.669056,-2.827853,2024-01-06 15:00:00
5.590023,-2.2672074,2024-01-06 15:15:00
6.0792165,-3.8135016,2024-01-06 15:30:00
5.664141,-2.4642184,2024-01-06 15:45:00
6.4354053,-3.357258,2024-01-06 16:00:00
6.219979,-2.249854,2024-01-06 16:15:00
5.722153,-2.8137562,2024-01-06 16:30:00
6.273708,-3.64885,2024-01-06 16:45:00
6.6567674,-3.7108257,2024-01-06 17:00:00
7.0330496,-3.4532,2024-01-06 17:15:00
6.906688,-4.6270995,2024-01-06 17:30:00
5.6457906,-3.1149476,2024-01-06 17:45:00
9.1164255,-4.134095,2024-01-06 18:00:00
6.386161,-3.847173,2024-01-06 18:15:00
8.802328,-4.2536306,2024-01-06 18:30:00
8.181364,-3.8922243,2024-01-06 18:45:00
8.752007,-3.869626,2024-01-06 19:00:00
7.917116,-4.550206,2024-01-06 19:15:00
7.901284,-4.8151774,2024-01-06 19:30:00
9.057018,-3.8767,2024-01-06 19:45:00
8.80391,-4.2968707,2024-01-06 20:00:00
8.513542,-4.612359,2024-01-06 20:15:00
9.010265,-4.4109855,2024-01-06 20:30:00
